OBJECTID,NAME,Obesity,Shape_Area,Shape_Length
526,Florida,26.7,error: precision too large.,7386226.512248174
527,Ohio,32.1,error: precision too large.,2091624.163681647
528,Indiana,33.2,error: precision too large.,5988211.067134235
529,California,21.4,error: precision too large.,5010625.64013799
530,Texas,33.7,error: precision too large.,934566.980789566
531,Washington,30.2,error: precision too large.,error: precision too large.
532,Georgia,35.3,error: precision too large.,error: precision too large.
533,Texas,24.6,error: precision too large.,error: precision too large.
534,North Carolina,35.4,error: precision too large.,5310937.202260501
535,Texas,29.3,666981591436.5017,3399972.556013606
536,Texas,22.5,error: precision too large.,error: precision too large.
537,Ohio,30.6,error: precision too large.,error: precision too large.
538,California,29.1,error: precision too large.,error: precision too large.
539,Texas,27.6,error: precision too large.,error: precision too large.
540,California,21.8,error: precision too large.,5373918.24109209
541,Alabama,20.2,error: precision too large.,1212004.437499866
542,Texas,29.3,error: precision too large.,926347.540373134
543,Texas,25.6,error: precision too large.,8538088.659316165
544,Alaska,22.0,734982878362.3268,1914720.391653887
545,Massachusetts,35.5,error: precision too large.,3921540.200551244
546,Colorado,29.4,error: precision too large.,error: precision too large.
547,New York,31.8,error: precision too large.,error: precision too large.
548,New York,23.5,error: precision too large.,9915400.636471281
549,Arizona,28.1,error: precision too large.,error: precision too large.
550,New York,24.8,error: precision too large.,8310778.388610738
551,District of Columbia,35.2,error: precision too large.,7413715.30490448
552,California,33.2,error: precision too large.,error: precision too large.
553,Texas,35.8,584630080330.4955,error: precision too large.
554,Arizona,23.3,error: precision too large.,2618426.653986818
555,Ohio,34.8,error: precision too large.,6765705.074555201
556,New York,33.0,error: precision too large.,error: precision too large.
557,Maryland,29.8,error: precision too large.,error: precision too large.
558,Ohio,26.4,error: precision too large.,7933020.878700805
559,California,32.2,error: precision too large.,error: precision too large.
560,California,28.0,error: precision too large.,error: precision too large.
561,Georgia,27.6,error: precision too large.,999292.994027557
562,Pennsylvania,33.1,520553578665.3867,error: precision too large.
563,Louisiana,26.7,error: precision too large.,6032273.302795094
564,Michigan,29.6,error: precision too large.,8776203.665617872
565,Tennessee,29.6,error: precision too large.,9568904.495077288
566,Tennessee,26.1,error: precision too large.,1209327.792113082
567,Florida,21.8,error: precision too large.,error: precision too large.
568,Oklahoma,28.4,error: precision too large.,3407186.272978818
569,North Carolina,23.4,858550243792.6346,1209739.061676377
570,California,21.4,error: precision too large.,7853969.772047085
571,Hawaii,35.9,error: precision too large.,1913647.526448388
572,Colorado,32.2,error: precision too large.,error: precision too large.
573,Oklahoma,35.9,error: precision too large.,6485212.67176774
574,Florida,35.9,error: precision too large.,4304595.507884312
575,Florida,31.0,error: precision too large.,5840850.518109183
576,California,27.2,error: precision too large.,6791773.922768661
577,Maryland,27.2,error: precision too large.,2657636.168170911
578,Tennessee,21.4,error: precision too large.,2050922.354068974
579,California,30.7,error: precision too large.,8744836.845711576
580,Iowa,32.7,error: precision too large.,4611380.688060603
581,North Carolina,30.7,error: precision too large.,error: precision too large.
582,Minnesota,28.6,error: precision too large.,error: precision too large.
583,Texas,20.3,error: precision too large.,error: precision too large.
584,Michigan,28.8,error: precision too large.,9506659.404618585
585,California,26.1,error: precision too large.,error: precision too large.
586,California,30.2,error: precision too large.,error: precision too large.
587,Florida,28.6,error: precision too large.,error: precision too large.
588,Michigan,28.1,error: precision too large.,4032075.439146188
589,Missouri,25.2,error: precision too large.,error: precision too large.
590,California,33.8,error: precision too large.,7806342.377178493
591,Texas,32.8,error: precision too large.,error: precision too large.
592,California,35.0,error: precision too large.,6784565.810637327
593,Texas,20.4,97904574672.2926,4228277.020381171
594,Florida,24.1,error: precision too large.,1182092.449003944
595,New York,28.9,error: precision too large.,5076304.652349091
596,Georgia,21.4,error: precision too large.,4991934.256607326
597,Maryland,34.1,984747207951.3164,7725471.762499436
598,Colorado,24.0,error: precision too large.,7897839.635976341
599,California,21.2,error: precision too large.,4376366.080133975
600,Ohio,33.8,349614395344.813,6121551.799726472
601,Utah,21.9,281812397139.8425,1293870.290793722
602,California,25.4,error: precision too large.,9442645.534072995
603,Washington,35.9,error: precision too large.,error: precision too large.
604,Massachusetts,27.5,441161029350.637,5980848.295130485
605,Indiana,28.5,error: precision too large.,error: precision too large.
606,Texas,23.4,error: precision too large.,error: precision too large.
607,Ohio,23.2,error: precision too large.,9479627.887009151
608,California,26.1,error: precision too large.,4539055.488182554
609,Texas,22.0,error: precision too large.,error: precision too large.
610,Florida,22.1,error: precision too large.,error: precision too large.
611,New York,25.7,error: precision too large.,6244328.443566306
612,Nebraska,29.0,error: precision too large.,7913063.133762891
613,California,32.7,error: precision too large.,9036208.883403832
614,Illinois,35.1,error: precision too large.,8818547.242246745
615,California,21.6,error: precision too large.,6508966.028649623
616,South Dakota,24.7,error: precision too large.,error: precision too large.
617,Arizona,20.7,error: precision too large.,1732777.486974119
618,California,20.1,error: precision too large.,1687187.704658761
619,California,29.5,error: precision too large.,2900291.239397599
620,Florida,32.0,error: precision too large.,3452987.406675888
621,Texas,21.1,error: precision too large.,7159170.253437638
622,Maryland,29.0,error: precision too large.,744697.200782979
623,Florida,35.7,error: precision too large.,error: precision too large.
624,California,34.8,error: precision too large.,error: precision too large.
625,Florida,34.9,error: precision too large.,3954995.366512348
626,Texas,21.8,821116457873.6793,1967779.369770407
627,Texas,35.8,error: precision too large.,error: precision too large.
628,Florida,23.2,error: precision too large.,488103.090066976
629,Maryland,20.8,error: precision too large.,error: precision too large.
630,California,25.0,error: precision too large.,error: precision too large.
631,California,32.9,error: precision too large.,error: precision too large.
632,Ohio,28.1,608087527798.5382,4635218.789651432
633,California,28.9,error: precision too large.,error: precision too large.
634,Connecticut,26.6,error: precision too large.,error: precision too large.
635,Utah,20.4,error: precision too large.,4565953.422013986
636,Virginia,24.3,error: precision too large.,error: precision too large.
637,Minnesota,21.8,error: precision too large.,7158942.194901897
638,Georgia,31.6,error: precision too large.,error: precision too large.
639,Texas,32.9,error: precision too large.,7581283.666972895
640,Texas,22.1,error: precision too large.,error: precision too large.
641,Florida,24.0,error: precision too large.,9350889.311998179
642,California,30.8,error: precision too large.,4103164.280803236
643,Massachusetts,31.5,error: precision too large.,error: precision too large.
644,Missouri,34.6,error: precision too large.,error: precision too large.
645,Virginia,28.6,error: precision too large.,error: precision too large.
646,Colorado,21.4,285297193293.0305,error: precision too large.
647,Indiana,33.6,error: precision too large.,4811058.999462298
648,Washington,24.1,error: precision too large.,6383139.400771687
649,Illinois,32.4,error: precision too large.,error: precision too large.
650,West Virginia,22.0,562502678145.1241,355072.110065846
651,Illinois,33.2,error: precision too large.,3767271.282546941
652,Oklahoma,25.5,error: precision too large.,5692902.503397662
653,Texas,25.2,966240667568.8665,error: precision too large.
654,Georgia,35.3,68053314953.6002,9319600.097381828
655,California,20.4,error: precision too large.,error: precision too large.
656,Kansas,35.7,error: precision too large.,3004347.411498627
657,New Mexico,26.5,error: precision too large.,7468456.811968812
658,New Hampshire,26.1,error: precision too large.,1223782.630543223
659,New Mexico,33.5,error: precision too large.,4153180.03965066
660,Wisconsin,28.8,error: precision too large.,error: precision too large.
661,California,23.5,error: precision too large.,4179497.83890263
662,Virginia,29.2,error: precision too large.,error: precision too large.
663,California,32.5,110837143449.9038,error: precision too large.
664,Alabama,31.5,error: precision too large.,error: precision too large.
665,Louisiana,34.7,error: precision too large.,2138036.110198323
666,Texas,31.1,error: precision too large.,8285511.600626309
667,Virginia,34.3,error: precision too large.,error: precision too large.
668,Texas,26.6,error: precision too large.,error: precision too large.
669,Oregon,23.1,error: precision too large.,5501967.719130002
670,Texas,27.8,error: precision too large.,7963310.915687168
671,Colorado,31.5,353236102062.6612,6632459.745098452
672,Missouri,31.1,error: precision too large.,5850445.918316312
673,Florida,31.3,629913304686.4692,error: precision too large.
674,Alabama,35.3,error: precision too large.,4551914.621339618
675,Texas,31.5,error: precision too large.,4723174.108129959
676,New York,20.1,error: precision too large.,7100195.886013867
677,Missouri,23.9,error: precision too large.,2135624.251955229
678,Alaska,23.5,error: precision too large.,3753436.927005357
679,Connecticut,26.0,error: precision too large.,1420378.127905572
680,Texas,21.1,error: precision too large.,9172635.671506071
681,Georgia,22.1,error: precision too large.,2695943.580189898
682,Texas,33.8,error: precision too large.,error: precision too large.
683,New York,20.6,error: precision too large.,error: precision too large.
684,Virginia,27.5,error: precision too large.,2579672.800686585
685,California,31.3,error: precision too large.,1486614.043810784
686,North Carolina,20.3,error: precision too large.,error: precision too large.
687,Georgia,26.9,error: precision too large.,1941208.327701259
688,Arkansas,29.9,error: precision too large.,error: precision too large.
689,California,22.8,error: precision too large.,error: precision too large.
690,California,22.8,error: precision too large.,9573697.182898207
691,California,30.0,error: precision too large.,8934412.419117134
692,Wisconsin,20.4,error: precision too large.,1314284.774479709
693,District of Columbia,20.6,error: precision too large.,7912138.914862892
694,Georgia,20.4,error: precision too large.,779436.696758224
695,Pennsylvania,23.3,error: precision too large.,error: precision too large.
696,Florida,32.3,error: precision too large.,9831214.966403555
697,Arizona,31.8,error: precision too large.,error: precision too large.
698,Texas,23.0,error: precision too large.,3020677.816332581
699,Virginia,29.7,787229162822.1892,5003500.788954969
700,Colorado,29.9,error: precision too large.,6078630.557837164
701,New York,35.2,77086508793.2898,8360914.824227602
702,Alabama,31.9,error: precision too large.,3897382.579043018
703,Wisconsin,24.0,error: precision too large.,1471629.193455151
704,Georgia,34.5,error: precision too large.,2060841.852609533
705,Tennessee,21.1,error: precision too large.,error: precision too large.
706,California,22.5,error: precision too large.,2585108.738552165
707,Pennsylvania,30.1,error: precision too large.,error: precision too large.
708,Utah,26.7,error: precision too large.,3083294.713437783
709,Florida,32.7,error: precision too large.,6817111.961882619
710,Florida,31.6,980505461320.6815,9436705.228621222
711,Iowa,34.9,error: precision too large.,error: precision too large.
712,California,34.2,error: precision too large.,error: precision too large.
713,Texas,20.6,error: precision too large.,error: precision too large.
714,Utah,24.5,error: precision too large.,error: precision too large.
715,California,28.6,error: precision too large.,4291087.110303642
716,Texas,36.0,error: precision too large.,7781259.543180592
717,Virginia,24.5,error: precision too large.,error: precision too large.
718,New York,27.4,488351413971.1232,error: precision too large.
719,New York,20.2,632724723303.8934,error: precision too large.
720,Georgia,21.5,error: precision too large.,893431.197100211
721,District of Columbia,32.3,error: precision too large.,error: precision too large.
722,Oregon,20.2,error: precision too large.,5009279.087516691
723,California,28.3,error: precision too large.,5411667.523358402
724,California,25.1,error: precision too large.,2516442.781538244
725,Florida,23.6,error: precision too large.,error: precision too large.
726,Louisiana,31.9,error: precision too large.,error: precision too large.
727,California,34.7,910632246007.9905,error: precision too large.
728,Virginia,21.6,799165851292.1384,error: precision too large.
729,Texas,32.1,error: precision too large.,6632998.541741617
730,Missouri,25.4,error: precision too large.,error: precision too large.
731,New Mexico,29.2,error: precision too large.,error: precision too large.
732,North Carolina,33.6,error: precision too large.,6793049.982207553
733,Texas,28.4,error: precision too large.,error: precision too large.
734,Alabama,30.3,error: precision too large.,7385432.697163799
735,South Carolina,34.3,error: precision too large.,7467120.121716712
736,Missouri,28.5,error: precision too large.,7519652.423545257
737,Florida,29.9,error: precision too large.,error: precision too large.
738,Arizona,28.3,error: precision too large.,9123381.121736445
739,North Carolina,33.5,error: precision too large.,error: precision too large.
740,Indiana,26.8,error: precision too large.,3298145.793896309
741,Minnesota,26.0,error: precision too large.,error: precision too large.
742,Georgia,29.1,error: precision too large.,692497.194469336
743,California,28.6,error: precision too large.,error: precision too large.
744,Alabama,22.2,error: precision too large.,7829610.804709561
745,Washington,28.9,error: precision too large.,error: precision too large.
746,Arizona,20.5,error: precision too large.,4514970.147165538
747,California,29.1,error: precision too large.,error: precision too large.
748,Georgia,27.7,error: precision too large.,5053752.091827254
749,Connecticut,27.3,error: precision too large.,error: precision too large.
750,Ohio,33.7,error: precision too large.,error: precision too large.
751,Virginia,32.4,553011179035.7581,5600397.220134334
752,Kansas,22.5,error: precision too large.,1997076.995618341
753,Hawaii,27.0,167227384222.3911,7945530.172752422
754,Arizona,31.3,error: precision too large.,error: precision too large.
755,Florida,28.8,error: precision too large.,7865880.645369447
756,Texas,28.3,error: precision too large.,error: precision too large.
757,New Jersey,31.4,error: precision too large.,4941997.650350975
758,New York,20.3,error: precision too large.,error: precision too large.
759,Colorado,21.4,error: precision too large.,2024387.268768503
760,California,25.5,error: precision too large.,1514706.134822511
761,Michigan,25.2,error: precision too large.,8454645.149413355
762,Georgia,21.4,error: precision too large.,error: precision too large.
763,Pennsylvania,29.5,error: precision too large.,9379239.82501715
764,Minnesota,33.2,error: precision too large.,4253088.713677641
765,Pennsylvania,31.6,178444594885.0698,error: precision too large.
766,Michigan,26.2,error: precision too large.,8425081.856161159
767,Texas,21.0,338440468221.5012,error: precision too large.
768,Alabama,27.0,error: precision too large.,error: precision too large.
769,Texas,29.5,error: precision too large.,error: precision too large.
770,Georgia,31.7,962049530686.9617,error: precision too large.
771,Alabama,26.3,error: precision too large.,error: precision too large.
772,Alabama,35.6,error: precision too large.,924785.462675266
773,Colorado,29.4,error: precision too large.,242752.989475689
774,Texas,23.5,error: precision too large.,error: precision too large.
775,Illinois,32.9,error: precision too large.,1164500.2702714
776,Minnesota,25.2,error: precision too large.,error: precision too large.
777,Georgia,27.8,error: precision too large.,2495972.210182058
778,Alabama,31.3,error: precision too large.,8722096.262567587
779,Kentucky,23.1,error: precision too large.,error: precision too large.
780,District of Columbia,20.6,error: precision too large.,error: precision too large.
781,Colorado,31.7,error: precision too large.,8733325.854224989
782,Ohio,32.3,error: precision too large.,error: precision too large.
783,Illinois,20.4,error: precision too large.,770321.707122224
784,California,24.9,error: precision too large.,1166288.473597949
785,Kentucky,21.9,error: precision too large.,9750503.568988653
786,Ohio,21.9,error: precision too large.,5659929.169391028
787,Colorado,29.2,error: precision too large.,5768030.326747438
788,California,22.4,812054548769.3239,1735259.537123605
789,Arizona,21.3,error: precision too large.,8112952.822166452
790,Ohio,35.5,938379414265.1215,4475294.289228077
791,California,27.0,379637930118.8607,2575925.643186811
792,South Carolina,22.6,error: precision too large.,1612365.872668985
793,Connecticut,21.8,error: precision too large.,5193025.785031117
794,Pennsylvania,34.3,error: precision too large.,error: precision too large.
795,Texas,21.6,error: precision too large.,8591381.764115697
796,Texas,25.6,error: precision too large.,2108878.089284732
797,Texas,21.2,error: precision too large.,8100414.952835071
798,District of Columbia,25.2,error: precision too large.,1256508.013142583
799,Virginia,33.1,error: precision too large.,3974427.07344324
800,Pennsylvania,21.4,error: precision too large.,error: precision too large.
801,Florida,28.0,369741420697.9981,9421174.953602778
802,Illinois,30.8,434383456989.7021,error: precision too large.
803,Kentucky,34.3,error: precision too large.,8208454.233020561
804,Virginia,35.5,error: precision too large.,error: precision too large.
805,Florida,35.6,error: precision too large.,7432290.503219643
806,Missouri,34.7,error: precision too large.,1652441.646012069
807,Ohio,21.8,error: precision too large.,6194735.237112641
808,Texas,34.5,error: precision too large.,1522432.197277761
809,Nevada,26.3,error: precision too large.,5503473.536318207
810,Hawaii,25.9,error: precision too large.,error: precision too large.
811,Florida,28.9,error: precision too large.,8118238.982275342
812,Delaware,21.5,error: precision too large.,9600077.690535801
813,Iowa,27.1,error: precision too large.,error: precision too large.
814,Kentucky,22.0,error: precision too large.,error: precision too large.
815,District of Columbia,21.1,error: precision too large.,695819.527133755
816,New Jersey,29.6,error: precision too large.,5565810.375573877
817,Massachusetts,32.7,838530074626.0802,5875774.997116826
818,Alabama,25.3,error: precision too large.,7157927.910011481
819,District of Columbia,27.9,error: precision too large.,error: precision too large.
820,Indiana,32.7,147473844159.1746,1226035.355815978
821,Florida,34.9,error: precision too large.,error: precision too large.
822,Florida,27.4,error: precision too large.,4873357.413076722
823,Florida,20.5,error: precision too large.,9456746.887703368
824,Washington,23.4,error: precision too large.,error: precision too large.
825,Texas,33.6,error: precision too large.,6608320.803312626
826,Maryland,24.9,error: precision too large.,4289142.965050235
827,Louisiana,29.1,error: precision too large.,9147375.035293944
828,New York,29.6,error: precision too large.,9257916.141568488
829,Colorado,24.9,error: precision too large.,error: precision too large.
830,Arizona,34.3,error: precision too large.,4924246.932241262
831,Texas,26.3,error: precision too large.,error: precision too large.
832,Florida,26.9,error: precision too large.,error: precision too large.
833,District of Columbia,34.4,error: precision too large.,5887944.194173725
834,Texas,26.6,error: precision too large.,error: precision too large.
835,West Virginia,30.5,error: precision too large.,6404644.913328509
836,Arizona,33.5,error: precision too large.,7821644.704100036
837,California,22.5,error: precision too large.,4175350.184149585
838,Michigan,33.2,400700489463.912,4186643.642031586
839,California,32.8,error: precision too large.,858500.851265701
840,Arizona,20.1,error: precision too large.,8013828.175219763
841,Tennessee,23.2,error: precision too large.,3200689.170396187
842,Iowa,29.0,error: precision too large.,8637472.310074277
843,Louisiana,30.6,error: precision too large.,2273053.189694989
844,North Carolina,30.0,890214753375.7548,4440314.897442063
845,Texas,35.5,581852488528.4895,1551213.061339603
846,Arkansas,25.5,error: precision too large.,error: precision too large.
847,Massachusetts,23.9,error: precision too large.,7572615.35003863
848,California,33.8,425509936965.1048,error: precision too large.
849,Illinois,24.8,error: precision too large.,3964269.808245755
850,Nevada,25.7,error: precision too large.,error: precision too large.
851,Arizona,25.3,error: precision too large.,4610901.875826484
852,West Virginia,32.2,error: precision too large.,4425089.637112838
853,Delaware,33.2,error: precision too large.,error: precision too large.
854,Florida,34.9,error: precision too large.,7194827.319151214
855,California,25.1,error: precision too large.,7014525.901903744
856,California,34.2,error: precision too large.,4379570.285605615
857,Minnesota,26.2,error: precision too large.,7848027.417307827
858,Michigan,30.7,error: precision too large.,error: precision too large.
859,Wisconsin,28.6,error: precision too large.,error: precision too large.
860,California,21.5,error: precision too large.,error: precision too large.
861,North Carolina,22.7,error: precision too large.,5649534.095799014
862,Colorado,22.2,error: precision too large.,4228965.834591675
863,North Carolina,31.2,error: precision too large.,1572580.572367396
864,Missouri,22.0,error: precision too large.,error: precision too large.
865,Florida,34.0,error: precision too large.,1301869.997305954
866,Pennsylvania,20.6,error: precision too large.,7429485.154145553
867,District of Columbia,30.5,error: precision too large.,2753254.31440112
868,Pennsylvania,31.9,error: precision too large.,7338735.038609804
869,Tennessee,26.0,error: precision too large.,error: precision too large.
870,Tennessee,23.2,error: precision too large.,error: precision too large.
871,Georgia,22.8,error: precision too large.,6710717.266245821
872,Arizona,34.2,error: precision too large.,9737501.653947292
873,Florida,21.1,error: precision too large.,4787159.125802864
874,Ohio,25.7,error: precision too large.,8592773.965260826
875,North Carolina,31.4,458498551193.0552,9175982.938354358
876,California,29.1,error: precision too large.,7303719.184880976
877,Pennsylvania,34.1,578679968591.8285,4425742.53892732
878,Michigan,32.7,error: precision too large.,4756464.41999186
879,Florida,26.3,error: precision too large.,1260690.689750456
880,North Carolina,35.5,error: precision too large.,6388854.843360606
881,Texas,25.4,error: precision too large.,1189594.332157604
882,Texas,35.9,error: precision too large.,8762030.002000708
883,California,24.1,error: precision too large.,5409683.267478107
884,California,31.9,error: precision too large.,6670084.312610255
885,Arizona,35.2,499089604608.9202,1055796.309113708
886,California,30.0,error: precision too large.,9480804.927587539
887,Georgia,34.8,error: precision too large.,3218763.888608495
888,Texas,24.1,730920340276.8536,755247.60087376
889,Texas,22.6,error: precision too large.,9657790.462411165
890,Colorado,24.1,error: precision too large.,error: precision too large.
891,Virginia,30.7,error: precision too large.,error: precision too large.
892,Colorado,34.4,error: precision too large.,5044251.745599908
893,New York,34.1,error: precision too large.,8577364.455422651
894,Minnesota,29.2,error: precision too large.,8277786.556538535
895,Kansas,27.2,error: precision too large.,2373257.336289983
896,New York,27.3,819061988553.4609,error: precision too large.
897,Iowa,24.1,error: precision too large.,7678741.664242208
898,North Carolina,31.4,error: precision too large.,2340219.607456625
899,Georgia,26.2,error: precision too large.,6026006.310405127
900,California,26.8,error: precision too large.,4948526.446333376
901,Alabama,27.4,110133892882.4306,error: precision too large.
902,Arkansas,35.7,error: precision too large.,error: precision too large.
903,Oklahoma,22.2,455620132532.9656,error: precision too large.
904,Pennsylvania,28.2,error: precision too large.,error: precision too large.
905,Illinois,29.8,error: precision too large.,error: precision too large.
906,Florida,26.6,error: precision too large.,7497197.071428735
907,Florida,26.7,error: precision too large.,4588442.764201525
908,Massachusetts,20.0,error: precision too large.,9217878.907096991
909,New York,34.5,368151281351.2396,1193703.617821363
910,Georgia,33.7,157363833044.878,2572010.11223795
911,New York,32.6,error: precision too large.,238834.541690394
912,Washington,25.5,error: precision too large.,697207.412094354
913,New York,34.2,error: precision too large.,error: precision too large.
914,Nebraska,23.6,error: precision too large.,3790562.515628358
915,Texas,23.7,error: precision too large.,8077703.740399631
916,New York,30.1,error: precision too large.,7531893.078278848
917,California,22.6,error: precision too large.,9691115.584466888
918,Connecticut,26.7,876662547580.5359,7518104.952947802
919,Alabama,28.5,error: precision too large.,9440840.755811535
920,Arizona,30.4,error: precision too large.,error: precision too large.
921,Louisiana,36.0,error: precision too large.,5171138.223414251
922,Florida,26.0,error: precision too large.,2408196.666708444
923,North Carolina,24.7,error: precision too large.,9157958.65491556
924,Texas,21.6,error: precision too large.,error: precision too large.
925,Mississippi,26.6,error: precision too large.,2044136.864127155
926,New York,21.3,195529677202.4955,4056713.081426877
927,Georgia,32.1,error: precision too large.,2302528.849233361
928,Missouri,35.4,625347400557.327,3620741.071291829
929,Texas,34.3,error: precision too large.,2856140.117680328
930,District of Columbia,35.4,error: precision too large.,error: precision too large.
931,California,25.7,421962082372.5334,9402923.06254187
932,California,31.5,error: precision too large.,error: precision too large.
933,Maryland,28.1,error: precision too large.,1394360.881570084
934,New York,28.5,error: precision too large.,2057814.614485173
935,Kentucky,24.6,error: precision too large.,1843883.976061198
936,Missouri,29.3,error: precision too large.,error: precision too large.
937,Florida,26.5,error: precision too large.,error: precision too large.
938,Utah,21.5,error: precision too large.,error: precision too large.
939,New York,20.4,error: precision too large.,4491395.029651999
940,Washington,20.2,error: precision too large.,4828028.372537387
941,Ohio,25.4,error: precision too large.,error: precision too large.
942,Colorado,32.7,error: precision too large.,3199702.549271999
943,District of Columbia,28.4,error: precision too large.,error: precision too large.
944,Texas,30.8,error: precision too large.,5552874.668009618
945,District of Columbia,32.4,error: precision too large.,7352944.875417364
946,Texas,26.9,error: precision too large.,7723940.478132064
947,District of Columbia,30.2,error: precision too large.,error: precision too large.
948,California,25.8,error: precision too large.,error: precision too large.
949,Alabama,21.3,error: precision too large.,error: precision too large.
950,California,20.8,error: precision too large.,7455469.542069042
951,Indiana,30.5,error: precision too large.,1322652.441800991
952,Florida,27.8,error: precision too large.,1967946.186359764
953,Virginia,33.1,error: precision too large.,9905717.748022443
954,Illinois,23.2,error: precision too large.,error: precision too large.
955,California,30.8,error: precision too large.,7479754.147838094
956,Florida,32.2,error: precision too large.,4549339.151763729
957,Arizona,28.5,error: precision too large.,9432132.570132421
958,Illinois,31.7,error: precision too large.,error: precision too large.
959,Ohio,21.1,error: precision too large.,1951424.22544226
960,South Dakota,27.8,error: precision too large.,error: precision too large.
961,Colorado,34.7,error: precision too large.,5005356.018031979
962,Florida,34.9,error: precision too large.,9133992.48847436
963,Florida,32.9,665481841619.1139,error: precision too large.
964,California,34.6,error: precision too large.,6198667.583669732
965,Utah,20.5,error: precision too large.,3354436.537601165
966,California,31.1,318328270776.7284,1964437.232071077
967,Arkansas,26.9,error: precision too large.,6622563.151787071
968,Illinois,25.7,error: precision too large.,3904633.145175198
969,Georgia,26.4,error: precision too large.,9183655.763186943
970,New York,31.0,error: precision too large.,3666073.474868206
971,Texas,28.4,error: precision too large.,error: precision too large.
972,Washington,32.7,549410635075.0399,error: precision too large.
973,Texas,27.9,error: precision too large.,error: precision too large.
974,Kentucky,24.9,531215634776.8074,error: precision too large.
975,Nebraska,27.1,error: precision too large.,826220.92321825
976,Florida,33.8,error: precision too large.,error: precision too large.
977,Washington,33.9,error: precision too large.,5189025.358728014
978,Arizona,32.6,error: precision too large.,error: precision too large.
979,Ohio,21.9,464716289735.2465,error: precision too large.
980,Indiana,26.1,error: precision too large.,1884467.015546014
981,Colorado,27.8,error: precision too large.,6963897.010135794
982,Pennsylvania,28.0,error: precision too large.,error: precision too large.
983,California,24.9,664834279143.9304,2626116.941299911
984,Pennsylvania,20.4,error: precision too large.,7737795.550811879
985,New York,29.7,error: precision too large.,7331092.324224003
986,Washington,20.5,error: precision too large.,8219595.469535117
987,Louisiana,33.8,error: precision too large.,error: precision too large.
988,Connecticut,21.7,error: precision too large.,error: precision too large.
989,Oklahoma,24.2,error: precision too large.,7451953.113885452
990,Mississippi,33.0,error: precision too large.,error: precision too large.
991,Hawaii,31.5,error: precision too large.,3519079.502877139
992,Minnesota,31.4,error: precision too large.,1996157.523856418
993,California,30.4,error: precision too large.,error: precision too large.
994,Connecticut,30.5,error: precision too large.,error: precision too large.
995,Texas,31.7,error: precision too large.,error: precision too large.
996,Texas,23.5,error: precision too large.,6600443.498965543
997,Arizona,34.2,error: precision too large.,3955566.461382095
998,Washington,29.8,error: precision too large.,error: precision too large.
999,Ohio,28.0,error: precision too large.,4088971.280038298
1000,Louisiana,34.4,error: precision too large.,error: precision too large.
